id,scop_code,class,fold,superfamily,family,length
d6hn7b1,a.6.1.5,a,a.6,a.6.1,a.6.1.5,69
d1nd9a_,a.6.1.6,a,a.6,a.6.1,a.6.1.6,49
d1rh6a_,a.6.1.7,a,a.6,a.6.1,a.6.1.7,55
d1qpma_,a.6.1.7,a,a.6,a.6.1,a.6.1.7,69
d7a8ta1,a.7.1.1,a,a.7,a.7.1,a.7.1.1,123
d7a8ta3,a.7.1.1,a,a.7,a.7.1,a.7.1.1,121
d7a8ta4,a.7.1.1,a,a.7,a.7.1,a.7.1.1,114
d1u5pa1,a.7.1.1,a,a.7,a.7.1,a.7.1.1,110
d1s35a1,a.7.1.1,a,a.7,a.7.1,a.7.1.1,106
d1s35a2,a.7.1.1,a,a.7,a.7.1,a.7.1.1,105
d3f31a_,a.7.1.0,a,a.7,a.7.1,a.7.1.0,137
d1e2aa_,a.7.2.1,a,a.7,a.7.2,a.7.2.1,102
d1jnra1,a.7.3.1,a,a.7,a.7.3,a.7.3.1,141
d2bs2a1,a.7.3.1,a,a.7,a.7.3,a.7.3.1,198
d1chua1,a.7.3.1,a,a.7,a.7.3,a.7.3.1,111
d3sfda3,a.7.3.1,a,a.7,a.7.3,a.7.3.1,177
d1g73a_,a.7.4.1,a,a.7,a.7.4,a.7.4.1,157
d1h7ca_,a.7.5.1,a,a.7,a.7.5,a.7.5.1,103
d1fjgt_,a.7.6.1,a,a.7,a.7.6,a.7.6.1,99
d3ldqb1,a.7.7.1,a,a.7,a.7.7,a.7.7.1,110
d1m62a1,a.7.7.1,a,a.7,a.7.7,a.7.7.1,82
d1j2jb_,a.7.8.1,a,a.7,a.7.8,a.7.8.1,41
d1wrda1,a.7.8.1,a,a.7,a.7.8,a.7.8.1,93
d1hf8a1,a.7.8.2,a,a.7,a.7.8,a.7.8.2,132
d1rrza_,a.7.10.1,a,a.7,a.7.10,a.7.10.1,66
d1z8ua_,a.7.11.1,a,a.7,a.7.11,a.7.11.1,90
d1vcta1,a.7.12.1,a,a.7,a.7.12,a.7.12.1,99
d2i0ma_,a.7.12.0,a,a.7,a.7.12,a.7.12.0,212
d1vp7a_,a.7.13.1,a,a.7,a.7.13,a.7.13.1,68
d5fvka_,a.7.14.0,a,a.7,a.7.14,a.7.14.0,82
d2o8ra1,a.7.15.1,a,a.7,a.7.15,a.7.15.1,109
d4zeya1,a.7.16.1,a,a.7,a.7.16,a.7.16.1,83
d2goma1,a.7.17.1,a,a.7,a.7.17,a.7.17.1,61
d4npda_,a.8.1.1,a,a.8,a.8.1,a.8.1.1,58
d1xvha3,a.8.1.2,a,a.8,a.8.1,a.8.1.2,69
d1xvha4,a.8.1.2,a,a.8,a.8.1,a.8.1.2,56
d2j5ya2,a.8.1.2,a,a.8,a.8.1,a.8.1.2,53
d1gvna_,a.8.2.1,a,a.8,a.8.2,a.8.2.1,88
d3bvxa1,a.8.3.1,a,a.8,a.8.3,a.8.3.1,111
d1k1xa1,a.8.3.2,a,a.8,a.8.3,a.8.3.2,74
d3p0ba2,a.8.3.0,a,a.8,a.8.3,a.8.3.0,105
d1u00a1,a.8.4.1,a,a.8,a.8.4,a.8.4.1,112
d4f01a2,a.8.4.1,a,a.8,a.8.4,a.8.4.1,96
d3lofa1,a.8.4.0,a,a.8,a.8.4,a.8.4.0,80
d1oksa1,a.8.5.1,a,a.8,a.8.5,a.8.5.1,49
d1r4ga_,a.8.5.1,a,a.8,a.8.5,a.8.5.1,53
d1nu9c1,a.8.6.1,a,a.8,a.8.6,a.8.6.1,145
d1nu9c2,a.8.6.1,a,a.8,a.8.6,a.8.6.1,136
d1r8ia_,a.8.7.1,a,a.8,a.8.7,a.8.7.1,187
d2qkwa1,a.8.8.1,a,a.8,a.8.8,a.8.8.1,101
d2ahma1,a.8.9.1,a,a.8,a.8.9,a.8.9.1,73
d2gf4a1,a.8.10.1,a,a.8,a.8.10,a.8.10.1,89
d2oo2a1,a.8.11.1,a,a.8,a.8.11,a.8.11.1,74
d2pmra1,a.8.11.1,a,a.8,a.8.11,a.8.11.1,75
d1w4ha_,a.9.1.1,a,a.9,a.9.1,a.9.1.1,45
d2eq9c_,a.9.1.0,a,a.9,a.9.1,a.9.1.0,40
d6e6oa_,a.10.1.1,a,a.10,a.10.1,a.10.1.1,40
d1erda_,a.10.1.1,a,a.10,a.10.1,a.10.1.1,40
d1hd6a_,a.10.1.1,a,a.10,a.10.1,a.10.1.1,37
d1x9ba_,a.10.2.1,a,a.10,a.10.2,a.10.2.1,53
d2cb8a_,a.11.1.1,a,a.11,a.11.1,a.11.1.1,86
d2al6a1,a.11.2.1,a,a.11,a.11.2,a.11.2.1,123
d1mixa1,a.11.2.1,a,a.11,a.11.2,a.11.2.1,114
d5ryoa2,a.11.2.0,a,a.11,a.11.2,a.11.2.0,106
d4i9oa_,a.12.1.1,a,a.12,a.12.1,a.12.1.1,78
d2fcwa1,a.13.1.1,a,a.13,a.13.1,a.13.1.1,105
d1nrea_,a.13.1.1,a,a.13,a.13.1,a.13.1.1,81
d1yu5x_,a.14.1.1,a,a.14,a.14.1,a.14.1.1,67
d1tbaa_,a.15.1.1,a,a.15,a.15.1,a.15.1.1,67
d1xeqa1,a.16.1.1,a,a.16,a.16.1,a.16.1.1,89
d2z0aa_,a.16.1.1,a,a.16,a.16.1,a.16.1.1,72
d1a32a_,a.16.1.2,a,a.16,a.16.1,a.16.1.2,85
d1r6ta1,a.16.1.3,a,a.16,a.16.1,a.16.1.3,54
d2hp8a_,a.17.1.1,a,a.17,a.17.1,a.17.1.1,68
d1u96a_,a.17.1.2,a,a.17,a.17.1,a.17.1.2,69
d2enda_,a.18.1.1,a,a.18,a.18.1,a.18.1.1,137
d1gaka_,a.19.1.1,a,a.19,a.19.1,a.19.1.1,137
d5ii8a_,a.19.1.1,a,a.19,a.19.1,a.19.1.1,131
d2wkxa1,a.20.1.1,a,a.20,a.20.1,a.20.1.1,82
d1lbua1,a.20.1.1,a,a.20,a.20.1,a.20.1.1,83
d1su3a1,a.20.1.2,a,a.20,a.20.1,a.20.1.2,67
d1qrva_,a.21.1.1,a,a.21,a.21.1,a.21.1.1,73
d1v64a1,a.21.1.1,a,a.21,a.21.1,a.21.1.1,95
d2hdza_,a.21.1.1,a,a.21,a.21.1,a.21.1.1,66
d7jjka_,a.21.1.0,a,a.21,a.21.1,a.21.1.0,71
d2ctoa1,a.21.1.0,a,a.21,a.21.1,a.21.1.0,80
d2d7la1,a.21.1.0,a,a.21,a.21.1,a.21.1.0,68
d1tzyc_,a.22.1.1,a,a.22,a.22.1,a.22.1.1,95
d1b67a_,a.22.1.2,a,a.22,a.22.1,a.22.1.2,68
d2byka1,a.22.1.3,a,a.22,a.22.1,a.22.1.3,72
d1h3oa_,a.22.1.3,a,a.22,a.22.1,a.22.1.3,50
d1h3ob1,a.22.1.3,a,a.22,a.22.1,a.22.1.3,72
d1bh9a_,a.22.1.3,a,a.22,a.22.1,a.22.1.3,45
d1bh9b_,a.22.1.3,a,a.22,a.22.1,a.22.1.3,89
d1tafa_,a.22.1.3,a,a.22,a.22.1,a.22.1.3,68
d1tafb_,a.22.1.3,a,a.22,a.22.1,a.22.1.3,70
d4csrb_,a.22.1.3,a,a.22,a.22.1,a.22.1.3,82
d1wwia1,a.22.1.4,a,a.22,a.22.1,a.22.1.4,148
d6w4la1,a.22.1.0,a,a.22,a.22.1,a.22.1.0,93
d6w4la2,a.22.1.0,a,a.22,a.22.1,a.22.1.0,83
d5y27a_,a.22.1.0,a,a.22,a.22.1,a.22.1.0,98
d1fpoa2,a.23.1.1,a,a.23,a.23.1,a.23.1.1,95
d1uc4g_,a.23.2.1,a,a.23,a.23.2,a.23.2.1,137
d6vk6c_,a.23.3.1,a,a.23,a.23.3,a.23.3.1,168
d1om2a_,a.23.4.1,a,a.23,a.23.4,a.23.4.1,95
d4icgc_,a.23.5.1,a,a.23,a.23.5,a.23.5.1,67
d2gboa1,a.23.6.1,a,a.23,a.23.6,a.23.6.1,82
d2gsva1,a.23.7.1,a,a.23,a.23.7,a.23.7.1,67
d1gs9a_,a.24.1.1,a,a.24,a.24.1,a.24.1.1,144
d4z9ha_,a.24.2.0,a,a.24,a.24.2,a.24.2.0,165
d4jeaa_,a.24.3.1,a,a.24,a.24.3,a.24.3.1,106
d4l6ra2,a.24.3.1,a,a.24,a.24.3,a.24.3.1,307
d2ykza_,a.24.3.2,a,a.24,a.24.3,a.24.3.2,127
d2hmza_,a.24.4.1,a,a.24,a.24.4,a.24.4.1,113
d6saea_,a.24.5.1,a,a.24,a.24.5,a.24.5.1,153
d4drib1,a.24.7.1,a,a.24,a.24.7,a.24.7.1,88
d1yaro_,a.24.8.1,a,a.24,a.24.8,a.24.8.1,228
d1l7ca1,a.24.9.1,a,a.24,a.24.9,a.24.9.1,120
d1l7ca2,a.24.9.1,a,a.24,a.24.9,a.24.9.1,124
d1dova_,a.24.9.1,a,a.24,a.24.9,a.24.9.1,181
d1qkra_,a.24.9.1,a,a.24,a.24.9,a.24.9.1,181
d1st6a3,a.24.9.1,a,a.24,a.24.9,a.24.9.1,119
d1st6a7,a.24.9.1,a,a.24,a.24.9,a.24.9.1,137
d3rf3a1,a.24.9.1,a,a.24,a.24.9,a.24.9.1,127
d3rf3b2,a.24.9.1,a,a.24,a.24.9,a.24.9.1,130
d2b0ha1,a.24.9.2,a,a.24,a.24.9,a.24.9.2,131
d2a0ba_,a.24.10.1,a,a.24,a.24.10,a.24.10.1,118
d1c02a_,a.24.10.2,a,a.24,a.24.10,a.24.10.2,166
d1tqga1,a.24.10.3,a,a.24,a.24.10,a.24.10.3,101
d1sr2a_,a.24.10.4,a,a.24,a.24.10,a.24.10.4,116
d1y6da_,a.24.10.5,a,a.24,a.24.10,a.24.10.5,114
d2ooca1,a.24.10.6,a,a.24,a.24.10,a.24.10.6,104
d4g78a1,a.24.10.0,a,a.24,a.24.10,a.24.10.0,144
d1he1a1,a.24.11.1,a,a.24,a.24.11,a.24.11.1,134
d7bmla_,a.24.12.0,a,a.24,a.24.12,a.24.12.0,161
d1okkd1,a.24.13.1,a,a.24,a.24.13,a.24.13.1,58
d1j8mf1,a.24.13.1,a,a.24,a.24.13,a.24.13.1,84
d1ls1a1,a.24.13.1,a,a.24,a.24.13,a.24.13.1,88
d6n9ba1,a.24.13.0,a,a.24,a.24.13,a.24.13.0,89
d1k04a_,a.24.14.1,a,a.24,a.24.14,a.24.14.1,142
d1jr8a_,a.24.15.1,a,a.24,a.24.15,a.24.15.1,105
d6un8a2,a.24.16.1,a,a.24,a.24.16,a.24.16.1,128
d1wtya_,a.24.16.2,a,a.24,a.24.16,a.24.16.2,116
d1v4aa1,a.24.16.4,a,a.24,a.24.16,a.24.16.4,151
d1wola_,a.24.16.0,a,a.24,a.24.16,a.24.16.0,122
d6trka_,a.24.17.1,a,a.24,a.24.17,a.24.17.1,108
d1nzea_,a.24.18.1,a,a.24,a.24.18,a.24.18.1,112
d1orjb_,a.24.19.1,a,a.24,a.24.19,a.24.19.1,105
d5mawe_,a.24.19.0,a,a.24,a.24.19,a.24.19.0,112
d1v74b_,a.24.20.1,a,a.24,a.24.20,a.24.20.1,87
d1gm5a1,a.24.21.1,a,a.24,a.24.21,a.24.21.1,99
d1t6ua_,a.24.22.1,a,a.24,a.24.22,a.24.22.1,117
d1szia_,a.24.23.1,a,a.24,a.24.23,a.24.23.1,226
d1ug7a1,a.24.24.1,a,a.24,a.24.24,a.24.24.1,115
d2etsa1,a.24.26.1,a,a.24,a.24.26,a.24.26.1,110
d2im8a_,a.24.26.1,a,a.24,a.24.26,a.24.26.1,123
d2ap3a1,a.24.27.1,a,a.24,a.24.27,a.24.27.1,185
d2j9wa1,a.24.28.0,a,a.24,a.24.28,a.24.28.0,98
d2qupa_,a.24.29.0,a,a.24,a.24.29,a.24.29.0,122
d6ifka4,a.24.30.1,a,a.24,a.24.30,a.24.30.1,103
d4uw2a4,a.24.30.1,a,a.24,a.24.30,a.24.30.1,108
d3w2wa2,a.24.30.1,a,a.24,a.24.30,a.24.30.1,89
d3w2wa4,a.24.30.1,a,a.24,a.24.30,a.24.30.1,107
d1zuja1,a.25.1.1,a,a.25,a.25.1,a.25.1.1,168
d2pyba_,a.25.1.1,a,a.25,a.25.1,a.25.1.1,151
d2fzfa1,a.25.1.1,a,a.25,a.25.1,a.25.1.1,158
d1vjxa1,a.25.1.1,a,a.25,a.25.1,a.25.1.1,145
d1yuza1,a.25.1.1,a,a.25,a.25.1,a.25.1.1,135
d3ka8a_,a.25.1.1,a,a.25,a.25.1,a.25.1.1,172
d4cvra_,a.25.1.1,a,a.25,a.25.1,a.25.1.1,156
d3qz3a_,a.25.1.1,a,a.25,a.25.1,a.25.1.1,165
d4dyua_,a.25.1.1,a,a.25,a.25.1,a.25.1.1,155
d1za0a1,a.25.1.2,a,a.25,a.25.1,a.25.1.2,267
d1jk0a_,a.25.1.2,a,a.25,a.25.1,a.25.1.2,334
d1mxra_,a.25.1.2,a,a.25,a.25.1,a.25.1.2,339
d3n20b_,a.25.1.2,a,a.25,a.25.1,a.25.1.2,322
d3pvtb1,a.25.1.2,a,a.25,a.25.1,a.25.1.2,236
d2uw1a_,a.25.1.2,a,a.25,a.25.1,a.25.1.2,327
d6vk6a_,a.25.1.2,a,a.25,a.25.1,a.25.1.2,515
d6vk6b_,a.25.1.2,a,a.25,a.25.1,a.25.1.2,387
d3ge3a_,a.25.1.2,a,a.25,a.25.1,a.25.1.2,491
d2v8ta_,a.25.1.3,a,a.25,a.25.1,a.25.1.3,302
d2gyqa1,a.25.1.4,a,a.25,a.25.1,a.25.1.4,160
d6zmbb_,a.25.1.7,a,a.25,a.25.1,a.25.1.7,199
d2oh3a1,a.25.1.8,a,a.25,a.25.1,a.25.1.8,152
d2ib0a1,a.25.1.9,a,a.25,a.25.1,a.25.1.9,142
d2c2ua_,a.25.1.0,a,a.25,a.25.1,a.25.1.0,178
d5uwza_,a.25.1.0,a,a.25,a.25.1,a.25.1.0,219
d7diea_,a.25.1.0,a,a.25,a.25.1,a.25.1.0,164
d6sv1a1,a.25.1.0,a,a.25,a.25.1,a.25.1.0,89
d2vxxa_,a.25.1.0,a,a.25,a.25.1,a.25.1.0,172
d6sooa_,a.25.1.0,a,a.25,a.25.1,a.25.1.0,178
d1niga_,a.25.2.1,a,a.25,a.25.2,a.25.2.1,148
d3ci3a1,a.25.2.0,a,a.25,a.25.2,a.25.2.0,187
d3favb_,a.25.3.1,a,a.25,a.25.3,a.25.3.1,72
d4j42a_,a.25.3.0,a,a.25,a.25.3,a.25.3.0,80
d4w4ka_,a.25.4.1,a,a.25,a.25.4,a.25.4.1,82
d4w4kb_,a.25.4.2,a,a.25,a.25.4,a.25.4.2,173
d3fx7a1,a.25.5.1,a,a.25,a.25.5,a.25.5.1,82
d2nr5a1,a.25.6.1,a,a.25,a.25.6,a.25.6.1,64
d1cnt1_,a.26.1.1,a,a.26,a.26.1,a.26.1.1,177
d1bgca_,a.26.1.1,a,a.26,a.26.1,a.26.1.1,165
d1huwa_,a.26.1.1,a,a.26,a.26.1,a.26.1.1,191
d1f45b_,a.26.1.1,a,a.26,a.26.1,a.26.1.1,178
d1alua_,a.26.1.1,a,a.26,a.26.1,a.26.1.1,166
d1ax8a_,a.26.1.1,a,a.26,a.26.1,a.26.1.1,144
d1lkia_,a.26.1.1,a,a.26,a.26.1,a.26.1.1,172
d1evsa_,a.26.1.1,a,a.26,a.26.1,a.26.1.1,184
d1eera_,a.26.1.2,a,a.26,a.26.1,a.26.1.2,166
d4i77z_,a.26.1.2,a,a.26,a.26.1,a.26.1.2,101
d2z3qa1,a.26.1.2,a,a.26,a.26.1,a.26.1.2,114
d1hula_,a.26.1.2,a,a.26,a.26.1,a.26.1.2,108
d1scfa_,a.26.1.2,a,a.26,a.26.1,a.26.1.2,131
d1v7mv_,a.26.1.2,a,a.26,a.26.1,a.26.1.2,145
d2d48a_,a.26.1.2,a,a.26,a.26.1,a.26.1.2,129
d7nbia_,a.26.1.2,a,a.26,a.26.1,a.26.1.2,131
d4neja_,a.26.1.2,a,a.26,a.26.1,a.26.1.2,130
d3uf2a_,a.26.1.2,a,a.26,a.26.1,a.26.1.2,145
d5uwci_,a.26.1.2,a,a.26,a.26.1,a.26.1.2,112
d5d22a_,a.26.1.2,a,a.26,a.26.1,a.26.1.2,120
d3besl_,a.26.1.3,a,a.26,a.26.1,a.26.1.3,133
d2ilka_,a.26.1.3,a,a.26,a.26.1,a.26.1.3,155
d1n1fa_,a.26.1.3,a,a.26,a.26.1,a.26.1.3,156
d3piwa_,a.26.1.0,a,a.26,a.26.1,a.26.1.0,154
d1f7ua1,a.27.1.1,a,a.27,a.27.1,a.27.1.1,124
d1u0bb1,a.27.1.1,a,a.27,a.27.1,a.27.1.1,146
d1ffya1,a.27.1.1,a,a.27,a.27.1,a.27.1.1,273
d1h3na1,a.27.1.1,a,a.27,a.27.1,a.27.1.1,128
d1pfva1,a.27.1.1,a,a.27,a.27.1,a.27.1.1,162
d1ivsa2,a.27.1.1,a,a.27,a.27.1,a.27.1.1,218
d2d5ba1,a.27.1.0,a,a.27,a.27.1,a.27.1.0,152
d1t8ka_,a.28.1.1,a,a.28,a.28.1,a.28.1.1,77
d1nq4a_,a.28.1.1,a,a.28,a.28.1,a.28.1.1,95
d4h2wc1,a.28.1.1,a,a.28,a.28.1,a.28.1.1,77
d4mrtc1,a.28.1.2,a,a.28,a.28.1,a.28.1.2,76
d4bpfa1,a.28.1.0,a,a.28,a.28.1,a.28.1.0,78
d6w0vb_,a.28.2.0,a,a.28,a.28.2,a.28.2.0,82
d3ds2a_,a.28.3.1,a,a.28,a.28.3,a.28.3.1,84
d3g21a_,a.28.3.1,a,a.28,a.28.3,a.28.3.1,77
d4e6sa_,a.28.3.0,a,a.28,a.28.3,a.28.3.0,85
d3jb9a4,a.29.2.1,a,a.29,a.29.2,a.29.2.1,125
d6mf9a_,a.29.2.0,a,a.29,a.29.2,a.29.2.0,126
d5ig6a1,a.29.2.0,a,a.29,a.29.2,a.29.2.0,107
d6znva1,a.29.2.0,a,a.29,a.29.2,a.29.2.0,114
d4tt6a1,a.29.2.0,a,a.29,a.29.2,a.29.2.0,128
d1u8va1,a.29.3.1,a,a.29,a.29.3,a.29.3.1,215
d2ddha1,a.29.3.2,a,a.29,a.29.3,a.29.3.2,183
d2ddha2,a.29.3.2,a,a.29,a.29.3,a.29.3.2,181
d3ii9a2,a.29.3.0,a,a.29,a.29.3,a.29.3.0,153
d3mkha2,a.29.3.0,a,a.29,a.29.3,a.29.3.0,168
d5zw7a2,a.29.3.0,a,a.29,a.29.3,a.29.3.0,153
d2e0aa1,a.29.5.0,a,a.29,a.29.5,a.29.5.0,168
d1x91a_,a.29.6.1,a,a.29,a.29.6,a.29.6.1,149
d2cj4a_,a.29.6.1,a,a.29,a.29.6,a.29.6.1,147
d1pi1a1,a.29.7.1,a,a.29,a.29.7,a.29.7.1,184
d1tdpa_,a.29.8.1,a,a.29,a.29.8,a.29.8.1,111
d2bl8a1,a.29.8.2,a,a.29,a.29.8,a.29.8.2,100
d2etda1,a.29.9.1,a,a.29,a.29.9,a.29.9.1,149
d2m9xa1,a.29.10.1,a,a.29,a.29.10,a.29.10.1,101
d2fefa1,a.29.11.1,a,a.29,a.29.11,a.29.11.1,124
d6zk913,a.29.12.0,a,a.29,a.29.12,a.29.12.0,99
d3dbya1,a.29.13.1,a,a.29,a.29.13,a.29.13.1,121
d3dbya2,a.29.13.1,a,a.29,a.29.13,a.29.13.1,135
d2qsba1,a.29.14.1,a,a.29,a.29.14,a.29.14.1,85
d2hi7b1,a.29.15.1,a,a.29,a.29.15,a.29.15.1,149
d2rlda1,a.29.16.1,a,a.29,a.29.16,a.29.16.1,115
d2gsca1,a.29.16.1,a,a.29,a.29.16,a.29.16.1,117
d2hgka1,a.29.17.1,a,a.29,a.29.17,a.29.17.1,109
d1nkda_,a.30.1.1,a,a.30,a.30.1,a.30.1.1,59
d1b3qa1,a.30.2.1,a,a.30,a.30.2,a.30.2.1,62
d5b1na_,a.30.2.1,a,a.30,a.30.2,a.30.2.1,59
d6rh8a1,a.30.2.0,a,a.30,a.30.2,a.30.2.0,78
d1pd3a_,a.30.3.1,a,a.30,a.30.3,a.30.3.1,54
d1ufia1,a.30.4.1,a,a.30,a.30.4,a.30.4.1,46
d1skva1,a.30.5.1,a,a.30,a.30.5,a.30.5.1,62
d1zkea1,a.30.6.1,a,a.30,a.30.6,a.30.6.1,79
d2c0sa1,a.30.7.1,a,a.30,a.30.7,a.30.7.1,57
d2az0a1,a.30.8.1,a,a.30,a.30.8,a.30.8.1,70
d3im3a_,a.31.1.1,a,a.31,a.31.1,a.31.1.1,50
d2izxa_,a.31.1.1,a,a.31,a.31.1,a.31.1.1,39
d1nh2b_,a.32.1.1,a,a.32,a.32.1,a.32.1.1,46
d1nh2d1,a.32.1.1,a,a.32,a.32.1,a.32.1.1,50
d1ecia_,a.33.1.1,a,a.33,a.33.1,a.33.1.1,37
d1b0nb_,a.34.1.1,a,a.34,a.34.1,a.34.1.1,31
d1b0na1,a.34.1.1,a,a.34,a.34.1,a.34.1.1,35
d1g2ya_,a.34.2.1,a,a.34,a.34.2,a.34.2.1,31
d1pzqa1,a.34.3.1,a,a.34,a.34.3,a.34.3.1,58
d1q2ha_,a.34.4.1,a,a.34,a.34.4,a.34.4.1,63
d1ic8a2,a.35.1.1,a,a.35,a.35.1,a.35.1.1,94
d1r69a_,a.35.1.2,a,a.35,a.35.1,a.35.1.2,63
d2ecsa_,a.35.1.2,a,a.35,a.35.1,a.35.1.2,60
d1rzsa_,a.35.1.2,a,a.35,a.35.1,a.35.1.2,61
d3kz3a_,a.35.1.2,a,a.35,a.35.1,a.35.1.2,80
d1neqa_,a.35.1.2,a,a.35,a.35.1,a.35.1.2,74
d3jxbc_,a.35.1.2,a,a.35,a.35.1,a.35.1.2,67
d2bnma1,a.35.1.3,a,a.35,a.35.1,a.35.1.3,72
d2xi8a_,a.35.1.3,a,a.35,a.35.1,a.35.1.3,66
d2ofya1,a.35.1.3,a,a.35,a.35.1,a.35.1.3,82
d2ppxa1,a.35.1.3,a,a.35,a.35.1,a.35.1.3,62
d2ox6a1,a.35.1.6,a,a.35,a.35.1,a.35.1.6,162
d1s4ka1,a.35.1.6,a,a.35,a.35.1,a.35.1.6,119
d1wh8a1,a.35.1.7,a,a.35,a.35.1,a.35.1.7,98
d2o4aa2,a.35.1.7,a,a.35,a.35.1,a.35.1.7,83
d1zs4a1,a.35.1.9,a,a.35,a.35.1,a.35.1.9,78
d2auwa1,a.35.1.10,a,a.35,a.35.1,a.35.1.10,67
d2awia1,a.35.1.11,a,a.35,a.35.1,a.35.1.11,65
d1x57a1,a.35.1.12,a,a.35,a.35.1,a.35.1.12,78
d2a6ca1,a.35.1.13,a,a.35,a.35.1,a.35.1.13,69
d4i6ra_,a.35.1.0,a,a.35,a.35.1,a.35.1.0,77
d2xsdc1,a.35.1.0,a,a.35,a.35.1,a.35.1.0,73
d5woqa_,a.35.1.0,a,a.35,a.35.1,a.35.1.0,80
d7csva_,a.35.1.0,a,a.35,a.35.1,a.35.1.0,98
d7o74a1,a.35.1.0,a,a.35,a.35.1,a.35.1.0,86
d5ysza1,a.35.1.0,a,a.35,a.35.1,a.35.1.0,58
d1hq1a_,a.36.1.1,a,a.36,a.36.1,a.36.1.1,104
d1k1va_,a.37.1.1,a,a.37,a.37.1,a.37.1.1,41
d1sknp_,a.37.1.1,a,a.37,a.37.1,a.37.1.1,74
d1nlwa_,a.38.1.1,a,a.38,a.38.1,a.38.1.1,79
d1mdya_,a.38.1.1,a,a.38,a.38.1,a.38.1.1,68
d1a0aa_,a.38.1.1,a,a.38,a.38.1,a.38.1.1,63
d1uklc_,a.38.1.1,a,a.38,a.38.1,a.38.1.1,61
d6g6ka1,a.38.1.0,a,a.38,a.38.1,a.38.1.0,87
d1pzra_,a.38.2.1,a,a.38,a.38.2,a.38.2.1,60
d1psra_,a.39.1.2,a,a.39,a.39.1,a.39.1.2,100
d3nsla_,a.39.1.2,a,a.39,a.39.1,a.39.1.2,93
d1sraa_,a.39.1.3,a,a.39,a.39.1,a.39.1.3,151
d2pvba_,a.39.1.4,a,a.39,a.39.1,a.39.1.4,107
d2zfda_,a.39.1.5,a,a.39,a.39.1,a.39.1.5,183
d1j7qa_,a.39.1.5,a,a.39,a.39.1,a.39.1.5,86
d1xo5a_,a.39.1.5,a,a.39,a.39.1,a.39.1.5,180
d1qv0a_,a.39.1.5,a,a.39,a.39.1,a.39.1.5,189
d1wdcb_,a.39.1.5,a,a.39,a.39.1,a.39.1.5,142
d1m45a_,a.39.1.5,a,a.39,a.39.1,a.39.1.5,146
d2scpa_,a.39.1.5,a,a.39,a.39.1,a.39.1.5,174
d1ctaa_,a.39.1.5,a,a.39,a.39.1,a.39.1.5,34
d3sd6a_,a.39.1.5,a,a.39,a.39.1,a.39.1.5,89
d4yi8a_,a.39.1.5,a,a.39,a.39.1,a.39.1.5,191
d5xopa1,a.39.1.5,a,a.39,a.39.1,a.39.1.5,65
d1h8ba_,a.39.1.7,a,a.39,a.39.1,a.39.1.7,73
d1tuza_,a.39.1.7,a,a.39,a.39.1,a.39.1.7,118
d1wlza1,a.39.1.7,a,a.39,a.39.1,a.39.1.7,83
d1eg3a1,a.39.1.7,a,a.39,a.39.1,a.39.1.7,125
d1eg3a2,a.39.1.7,a,a.39,a.39.1,a.39.1.7,97
d1snla_,a.39.1.7,a,a.39,a.39.1,a.39.1.7,99
d1qasa1,a.39.1.7,a,a.39,a.39.1,a.39.1.7,94
d2zkmx1,a.39.1.7,a,a.39,a.39.1,a.39.1.7,170
d1k94a_,a.39.1.8,a,a.39,a.39.1,a.39.1.8,165
d1ij5a_,a.39.1.9,a,a.39,a.39.1,a.39.1.9,321
d1pula1,a.39.1.11,a,a.39,a.39.1,a.39.1.11,103
d6vana_,a.39.1.0,a,a.39,a.39.1,a.39.1.0,144
d3vrna2,a.39.1.0,a,a.39,a.39.1,a.39.1.0,86
d3fiaa_,a.39.1.0,a,a.39,a.39.1,a.39.1.0,98
d2m0ra_,a.39.1.0,a,a.39,a.39.1,a.39.1.0,104
d6ktha1,a.39.1.0,a,a.39,a.39.1,a.39.1.0,179
d6tj6b1,a.39.1.0,a,a.39,a.39.1,a.39.1.0,132
d1ooha1,a.39.2.1,a,a.39,a.39.2,a.39.2.1,124
d1p28a1,a.39.2.1,a,a.39,a.39.2,a.39.2.1,117
d1c3za_,a.39.2.1,a,a.39,a.39.2,a.39.2.1,108
d4inwa_,a.39.2.1,a,a.39,a.39.2,a.39.2.1,140
d3ogna_,a.39.2.0,a,a.39,a.39.2,a.39.2.0,124
d2ciwa1,a.39.3.1,a,a.39,a.39.3,a.39.3.1,120
d2ciwa2,a.39.3.1,a,a.39,a.39.3,a.39.3.1,179
d1iioa1,a.39.4.1,a,a.39,a.39.4,a.39.4.1,81
d1bkra_,a.40.1.1,a,a.40,a.40.1,a.40.1.1,108
d1rt8a_,a.40.1.1,a,a.40,a.40.1,a.40.1.1,505
d1aoaa2,a.40.1.1,a,a.40,a.40.1,a.40.1.1,116
d1pa7a_,a.40.1.1,a,a.40,a.40.1,a.40.1.1,130
d1p5sa_,a.40.1.1,a,a.40,a.40.1,a.40.1.1,159
d6oa6a1,a.40.1.0,a,a.40,a.40.1,a.40.1.0,114
d2l3ga1,a.40.1.0,a,a.40,a.40.1,a.40.1.0,116
d1lnsa1,a.40.2.1,a,a.40,a.40.2,a.40.2.1,145
d1wixa1,a.40.3.1,a,a.40,a.40.3,a.40.3.1,151
d4gv2a1,a.41.1.0,a,a.41,a.41.1,a.41.1.0,144
